ID,Uid,age,sex,labor,repic_sid,best_weight,last_weight
268,269,21,男,重,688:954:910:862:243:178:653:875:708:841:654:871:931:256:96:445:45,248.0:80.0:147.0:45.0:75.0:16.0:50.0:118.0:30.0:87.0:9.0:180.0:9.0:319.0:221.0:328.0:125.0,10.0:39.0:50.0:10.0:68.0:10.0:10.0:291.0:41.0:10.0:15.0:9.0:36.0:429.0:101.0:270.0:150.0
269,270,43,男,轻,99:94:669:941:871:158:129:870:558:455:816:820:648:623:52:66:197:921,9.0:129.0:42.0:43.0:223.0:9.0:9.0:77.0:278.0:24.0:22.0:10.0:9.0:9.0:61.0:49.0:291.0:44.0,11.0:90.0:22.0:40.0:111.0:9.0:9.0:188.0:222.0:50.0:10.0:34.0:9.0:9.0:80.0:69.0:300.0:39.0
270,271,23,男,重,815:909:102:111:112:149:598:471:631:682:704:58:871:1036:947:186,9.0:50.0:163.0:9.0:9.0:9.0:341.0:14.0:192.0:161.0:83.0:149.0:299.0:65.0:10.0:352.0,9.0:50.0:91.0:9.0:10.0:10.0:58.0:291.0:15.0:55.0:9.0:151.0:301.0:10.0:57.0:501.0
271,272,39,男,轻,670:640:882:809:820:580:1003:945:112:178:646:20:918:908:209:251:102:94,10.0:9.0:300.0:11.0:53.0:229.0:51.0:10.0:9.0:17.0:56.0:150.0:42.0:9.0:231.0:165.0:26.0:74.0,10.0:9.0:300.0:49.0:10.0:200.0:10.0:55.0:9.0:9.0:9.0:149.0:40.0:10.0:291.0:76.0:86.0:14.0
272,273,31,女,轻,878:522:937:110:809:643:205:626:919:998:95:199:925:774:670:112:130:73,97.0:200.0:25.0:53.0:10.0:9.0:262.0:9.0:24.0:15.0:49.0:88.0:26.0:55.0:10.0:9.0:8.0:131.0,99.0:200.0:25.0:53.0:10.0:9.0:262.0:9.0:24.0:15.0:49.0:88.0:26.0:55.0:10.0:9.0:9.0:129.0
273,274,25,男,重,311:1062:670:558:837:193:908:870:667:920:6:47:115:99:659,338.0:54.0:65.0:306.0:9.0:161.0:241.0:300.0:84.0:9.0:56.0:59.0:103.0:203.0:31.0,122.0:40.0:9.0:350.0:9.0:287.0:40.0:299.0:57.0:10.0:10.0:141.0:10.0:100.0:24.0
274,275,33,女,重,578:94:63:445:645:323:930:810:637:892:883:1047:809:61:911:676:732:134,131.0:54.0:9.0:219.0:59.0:349.0:81.0:9.0:9.0:125.0:175.0:9.0:148.0:217.0:50.0:92.0:9.0:9.0,341.0:100.0:10.0:10.0:15.0:300.0:10.0:10.0:10.0:215.0:85.0:42.0:10.0:139.0:50.0:10.0:45.0:10.0
275,276,30,女,中,471:478:718:895:881:627:73:196:919:99:866:827:118:945,169.0:137.0:53.0:93.0:207.0:25.0:148.0:389.0:46.0:100.0:10.0:10.0:10.0:40.0,169.0:137.0:55.0:59.0:241.0:25.0:149.0:389.0:46.0:101.0:10.0:10.0:10.0:40.0
276,277,42,男,轻,113:128:675:678:926:924:265:199:453:450:957:659:21:839:811:881:871:103,10.0:10.0:9.0:80.0:38.0:51.0:290.0:210.0:162.0:115.0:42.0:15.0:150.0:9.0:29.0:235.0:66.0:101.0,15.0:10.0:9.0:45.0:34.0:10.0:420.0:47.0:10.0:340.0:45.0:10.0:151.0:9.0:9.0:149.0:151.0:101.0
277,278,35,女,轻,94:211:124:696:919:95:828:620:120:628:837:40:195:465:1031:911:45:894,71.0:108.0:9.0:10.0:13.0:29.0:22.0:9.0:9.0:9.0:10.0:69.0:304.0:272.0:75.0:27.0:79.0:181.0,45.0:70.0:9.0:52.0:15.0:57.0:10.0:9.0:9.0:9.0:10.0:58.0:331.0:200.0:68.0:24.0:90.0:199.0
278,279,19,男,轻,97:132:94:910:926:827:673:677:578:451:52:314:900:657:937,35.0:17.0:111.0:40.0:10.0:29.0:10.0:10.0:31.0:212.0:106.0:358.0:230.0:13.0:65.0,9.0:15.0:91.0:40.0:10.0:10.0:10.0:34.0:225.0:75.0:148.0:400.0:300.0:10.0:72.0
279,280,34,男,重,694:945:908:817:109:886:878:186:627:143:952:654:70:467:506,58.0:58.0:170.0:50.0:188.0:48.0:253.0:387.0:191.0:9.0:16.0:9.0:61.0:110.0:276.0,31.0:29.0:39.0:29.0:103.0:10.0:290.0:445.0:10.0:10.0:11.0:15.0:150.0:338.0:12.0
280,281,27,男,轻,669:670:1010:813:824:57:27:447:876:875:271:186:110:98:922:908:632:647:168,28.0:10.0:73.0:10.0:10.0:113.0:37.0:250.0:194.0:108.0:140.0:258.0:70.0:31.0:45.0:9.0:12.0:10.0:10.0,15.0:10.0:40.0:10.0:10.0:141.0:10.0:250.0:192.0:107.0:140.0:258.0:90.0:9.0:23.0:17.0:10.0:10.0:10.0
281,282,33,女,中,922:453:925:454:719:668:627:51:103:99:943:158:114:185:320:891:889:864,40.0:101.0:10.0:99.0:20.0:9.0:15.0:126.0:57.0:65.0:43.0:10.0:10.0:181.0:194.0:108.0:118.0:10.0,40.0:101.0:10.0:99.0:20.0:9.0:15.0:148.0:47.0:55.0:43.0:10.0:10.0:181.0:194.0:117.0:135.0:10.0
282,283,21,男,重,598:468:870:670:930:834:909:919:94:643:624:160:118:40:230,35.0:315.0:300.0:9.0:75.0:72.0:180.0:9.0:100.0:222.0:9.0:9.0:9.0:150.0:456.0,10.0:341.0:301.0:9.0:50.0:65.0:10.0:41.0:100.0:9.0:9.0:9.0:9.0:150.0:410.0
283,284,23,男,轻,558:103:98:650:643:809:912:32:998:870:59:883:469:948:183:735:669:189:328,340.0:90.0:10.0:9.0:36.0:10.0:50.0:106.0:47.0:10.0:44.0:290.0:10.0:18.0:81.0:55.0:10.0:196.0:180.0,174.0:91.0:10.0:10.0:10.0:10.0:40.0:109.0:13.0:157.0:40.0:143.0:125.0:27.0:15.0:29.0:32.0:85.0:349.0
284,285,23,男,轻,9:127:908:667:620:94:627:843:74:945:931:927:241:889:568,58.0:9.0:40.0:57.0:9.0:101.0:94.0:10.0:94.0:10.0:41.0:10.0:398.0:300.0:200.0,140.0:10.0:10.0:65.0:10.0:101.0:15.0:10.0:10.0:40.0:14.0:40.0:409.0:300.0:200.0
285,286,42,男,轻,95:71:935:912:667:226:620:867:112:573:591:187:668:163:891:885,101.0:150.0:53.0:50.0:10.0:45.0:15.0:10.0:10.0:307.0:10.0:352.0:55.0:10.0:30.0:270.0,100.0:149.0:40.0:50.0:10.0:45.0:15.0:10.0:10.0:307.0:10.0:352.0:54.0:10.0:34.0:267.0
286,287,28,男,重,870:882:859:304:190:938:936:4:918:920:667:670:112:539:464:100:96:620,290.0:10.0:9.0:129.0:244.0:142.0:30.0:121.0:10.0:40.0:76.0:106.0:48.0:344.0:9.0:195.0:9.0:105.0,111.0:191.0:10.0:10.0:491.0:28.0:36.0:151.0:39.0:9.0:55.0:10.0:10.0:63.0:286.0:90.0:10.0:25.0
287,288,34,女,轻,935:820:917:454:344:908:97:873:667:205:796:128:127:640:6,40.0:10.0:21.0:306.0:382.0:19.0:100.0:299.0:10.0:19.0:38.0:65.0:9.0:9.0:151.0,40.0:42.0:22.0:351.0:379.0:18.0:100.0:300.0:10.0:64.0:10.0:10.0:10.0:15.0:150.0
288,289,24,女,重,820:445:52:125:8:355:1038:95:954:840:911:667:674:636:878,45.0:304.0:17.0:25.0:132.0:368.0:53.0:100.0:22.0:10.0:50.0:10.0:10.0:10.0:168.0,39.0:280.0:76.0:25.0:74.0:300.0:57.0:98.0:10.0:10.0:45.0:10.0:10.0:10.0:223.0
289,290,18,女,重,188:915:108:954:690:627:620:667:840:930:838:95:112:4:881:451:510,425.0:83.0:9.0:17.0:9.0:109.0:26.0:92.0:103.0:57.0:9.0:108.0:28.0:131.0:300.0:192.0:273.0,388.0:45.0:9.0:32.0:10.0:10.0:15.0:45.0:10.0:36.0:10.0:90.0:10.0:150.0:302.0:59.0:291.0
290,291,25,男,重,164:931:256:201:74:908:724:648:667:868:909:982:9:841:459:94:106:894:873,100.0:65.0:366.0:93.0:119.0:9.0:9.0:9.0:19.0:9.0:49.0:10.0:32.0:112.0:285.0:11.0:91.0:211.0:90.0,15.0:65.0:475.0:21.0:139.0:25.0:10.0:10.0:10.0:44.0:24.0:10.0:10.0:10.0:350.0:10.0:90.0:217.0:83.0
291,292,24,女,轻,449:59:918:861:919:871:842:78:703:531:622:114:133:293:935:103,129.0:140.0:34.0:10.0:15.0:300.0:10.0:10.0:55.0:158.0:10.0:15.0:10.0:392.0:40.0:100.0,92.0:86.0:10.0:31.0:40.0:299.0:10.0:64.0:18.0:167.0:10.0:10.0:14.0:300.0:40.0:100.0
292,293,43,女,重,919:106:932:98:198:63:811:319:161:1031:809:580:454:33:678:627:622:878,40.0:9.0:30.0:93.0:422.0:76.0:10.0:32.0:9.0:27.0:16.0:37.0:250.0:69.0:13.0:15.0:9.0:259.0,39.0:37.0:10.0:64.0:208.0:100.0:10.0:141.0:15.0:65.0:20.0:10.0:251.0:49.0:9.0:10.0:10.0:300.0
293,294,33,男,重,1012:814:909:240:521:74:908:21:490:936:809:641:98:106:876:870:808:669:154,42.0:27.0:10.0:479.0:187.0:72.0:40.0:78.0:96.0:32.0:28.0:10.0:23.0:79.0:227.0:74.0:10.0:10.0:25.0,42.0:27.0:10.0:479.0:214.0:73.0:41.0:77.0:96.0:32.0:28.0:10.0:10.0:92.0:192.0:107.0:10.0:10.0:25.0
294,295,27,男,轻,101:94:948:24:512:940:653:870:680:28:654:706:578:918:885:908:121:115:815:840:203,66.0:35.0:44.0:50.0:29.0:31.0:23.0:72.0:67.0:102.0:120.0:51.0:256.0:102.0:228.0:9.0:9.0:9.0:54.0:9.0:456.0,90.0:10.0:27.0:9.0:10.0:13.0:9.0:149.0:10.0:143.0:9.0:28.0:340.0:10.0:151.0:35.0:9.0:9.0:10.0:25.0:426.0
295,296,40,女,中,492:48:105:1034:99:458:929:809:816:870:622:216:117:917:678:679,214.0:148.0:41.0:65.0:59.0:63.0:10.0:20.0:34.0:300.0:20.0:137.0:10.0:38.0:10.0:10.0,185.0:133.0:49.0:65.0:52.0:63.0:10.0:20.0:34.0:300.0:20.0:164.0:10.0:39.0:10.0:10.0
296,297,39,女,中,95:809:870:668:300:881:106:692:113:150:626:19:86:911:945:525,11.0:10.0:194.0:16.0:401.0:106.0:91.0:50.0:10.0:15.0:10.0:61.0:90.0:54.0:55.0:223.0,48.0:10.0:246.0:38.0:299.0:54.0:54.0:10.0:10.0:15.0:10.0:70.0:81.0:50.0:45.0:200.0
297,298,32,女,轻,33:943:43:106:97:705:449:461:819:826:620:248:185:910:137:124:894:875,93.0:44.0:56.0:83.0:16.0:10.0:246.0:40.0:36.0:10.0:15.0:361.0:79.0:50.0:10.0:10.0:73.0:228.0,93.0:42.0:57.0:83.0:16.0:10.0:246.0:40.0:35.0:10.0:15.0:361.0:79.0:50.0:10.0:10.0:73.0:228.0
298,299,38,男,轻,107:568:461:631:620:306:823:821:934:889:878:927:678:684:25:184,101.0:201.0:73.0:10.0:10.0:315.0:46.0:9.0:51.0:207.0:92.0:50.0:9.0:9.0:148.0:15.0,100.0:201.0:73.0:10.0:10.0:315.0:45.0:10.0:51.0:206.0:94.0:50.0:10.0:10.0:148.0:15.0
299,300,38,女,重,680:825:296:940:1000:692:916:300:910:96:104:22:12:459:663:622:158:113:876,10.0:29.0:83.0:47.0:17.0:10.0:10.0:313.0:40.0:62.0:39.0:134.0:17.0:244.0:9.0:9.0:9.0:9.0:225.0,14.0:18.0:220.0:29.0:11.0:10.0:12.0:190.0:29.0:49.0:53.0:80.0:67.0:229.0:9.0:9.0:9.0:9.0:255.0
300,301,35,男,中,878:94:905:35:939:925:139:131:211:690:2:699:300:658:445:828,189.0:100.0:111.0:50.0:71.0:50.0:15.0:10.0:203.0:10.0:100.0:10.0:143.0:10.0:276.0:43.0,96.0:100.0:204.0:28.0:64.0:50.0:10.0:10.0:152.0:55.0:122.0:10.0:246.0:15.0:320.0:10.0
301,302,44,女,轻,95:642:206:41:928:636:201:1017:113:844:935:121:915:452:103:573:766:710:874:870,16.0:9.0:365.0:147.0:10.0:9.0:35.0:10.0:9.0:10.0:43.0:9.0:40.0:144.0:85.0:127.0:10.0:32.0:205.0:96.0,32.0:9.0:198.0:149.0:10.0:9.0:202.0:10.0:9.0:10.0:30.0:9.0:41.0:182.0:68.0:97.0:25.0:21.0:83.0:217.0
302,303,35,男,中,112:25:620:105:268:104:870:30:942:809:626:842:924:908:521:752,9.0:57.0:40.0:88.0:389.0:13.0:300.0:92.0:100.0:55.0:9.0:10.0:112.0:9.0:260.0:10.0,10.0:48.0:15.0:90.0:389.0:9.0:300.0:102.0:48.0:45.0:10.0:10.0:40.0:10.0:291.0:10.0
303,304,21,男,轻,235:908:1:651:150:909:665:810:74:445:984:871:109:98:743,432.0:10.0:74.0:61.0:9.0:40.0:92.0:34.0:76.0:350.0:65.0:300.0:85.0:17.0:40.0,365.0:10.0:9.0:16.0:10.0:40.0:10.0:53.0:142.0:350.0:46.0:301.0:94.0:9.0:10.0
304,305,24,女,轻,930:828:929:809:626:97:680:190:904:925:184:142:9:445:458,30.0:10.0:43.0:53.0:15.0:176.0:10.0:382.0:103.0:40.0:9.0:9.0:74.0:275.0:74.0,10.0:25.0:46.0:10.0:10.0:101.0:9.0:358.0:299.0:50.0:15.0:10.0:150.0:221.0:61.0
305,306,19,男,轻,824:102:910:63:909:662:98:464:870:799:895:861:653:677:1000:951:122:120:355,10.0:91.0:40.0:149.0:10.0:9.0:11.0:350.0:101.0:10.0:200.0:11.0:9.0:32.0:21.0:33.0:9.0:9.0:375.0,10.0:91.0:40.0:149.0:10.0:9.0:11.0:350.0:101.0:10.0:200.0:11.0:9.0:32.0:21.0:33.0:9.0:9.0:375.0
306,307,29,女,轻,451:225:964:99:870:220:942:911:881:141:821:813:920:2:693:626:646,311.0:263.0:30.0:101.0:16.0:131.0:27.0:34.0:284.0:10.0:10.0:18.0:10.0:150.0:46.0:16.0:10.0,311.0:263.0:30.0:101.0:10.0:131.0:27.0:34.0:289.0:10.0:10.0:17.0:10.0:150.0:46.0:15.0:10.0
307,308,18,女,中,446:935:858:161:78:691:738:98:300:187:909:629:878,256.0:56.0:12.0:12.0:110.0:53.0:10.0:139.0:380.0:42.0:47.0:23.0:273.0,200.0:39.0:10.0:25.0:143.0:21.0:10.0:101.0:74.0:306.0:40.0:10.0:298.0
308,309,24,女,重,112:185:942:865:287:667:908:896:635:813:891:657:456:915:164:558:96:33,9.0:118.0:66.0:35.0:273.0:10.0:15.0:191.0:8.0:30.0:109.0:9.0:191.0:25.0:9.0:84.0:101.0:148.0,9.0:268.0:66.0:55.0:148.0:10.0:40.0:208.0:8.0:10.0:92.0:9.0:10.0:10.0:9.0:341.0:101.0:150.0
309,310,45,女,中,111:817:811:311:48:205:870:37:908:918:871:706:449:992:647:642:148,80.0:62.0:9.0:95.0:10.0:258.0:242.0:160.0:14.0:36.0:59.0:101.0:278.0:66.0:18.0:9.0:9.0,101.0:10.0:10.0:75.0:23.0:317.0:89.0:127.0:40.0:10.0:210.0:47.0:325.0:40.0:12.0:10.0:12.0
310,311,20,女,重,929:870:626:871:1005:632:113:112:110:4:701:911:909:468:811:836:218,9.0:144.0:9.0:157.0:67.0:9.0:9.0:34.0:112.0:138.0:54.0:10.0:40.0:350.0:10.0:10.0:349.0,16.0:148.0:9.0:153.0:24.0:9.0:9.0:9.0:102.0:150.0:10.0:10.0:34.0:350.0:10.0:55.0:330.0
311,312,25,女,轻,809:171:689:95:898:350:844:929:186:955:639:870:120:925:1:4:610,10.0:14.0:55.0:98.0:14.0:186.0:10.0:10.0:196.0:42.0:10.0:285.0:10.0:50.0:84.0:64.0:263.0,10.0:14.0:51.0:100.0:30.0:186.0:10.0:10.0:196.0:34.0:10.0:269.0:10.0:50.0:78.0:70.0:263.0
312,313,22,女,中,811:910:1038:948:809:22:25:917:99:891:876:651:113:686:467:209,15.0:40.0:65.0:10.0:23.0:115.0:34.0:10.0:100.0:97.0:91.0:25.0:10.0:35.0:350.0:299.0,15.0:40.0:65.0:10.0:23.0:119.0:31.0:10.0:100.0:85.0:110.0:25.0:10.0:35.0:350.0:295.0
313,314,21,女,重,444:621:924:8:448:94:891:108:278:902:192:634:112:691:964:955:861,340.0:15.0:39.0:112.0:10.0:78.0:235.0:60.0:163.0:65.0:137.0:10.0:10.0:12.0:39.0:10.0:28.0,340.0:15.0:39.0:149.0:9.0:91.0:108.0:11.0:140.0:191.0:245.0:10.0:10.0:62.0:10.0:41.0:10.0
314,315,40,男,中,467:22:908:961:809:818:256:2:620:741:207:873:102:126:135,271.0:40.0:40.0:40.0:48.0:65.0:256.0:111.0:196.0:9.0:169.0:300.0:100.0:79.0:9.0,350.0:15.0:51.0:52.0:10.0:55.0:325.0:134.0:10.0:10.0:66.0:300.0:100.0:15.0:10.0
315,316,44,男,轻,83:812:865:510:467:871:928:922:99:104:946:709:691:132:644:188,135.0:9.0:62.0:292.0:37.0:300.0:40.0:10.0:9.0:134.0:73.0:17.0:140.0:9.0:73.0:390.0,152.0:41.0:14.0:10.0:340.0:300.0:10.0:40.0:10.0:91.0:53.0:10.0:10.0:14.0:21.0:396.0
316,317,32,女,重,182:142:94:809:813:496:471:927:652:190:185:796:906:887:10:8:1038,10.0:15.0:100.0:10.0:37.0:95.0:105.0:48.0:9.0:289.0:110.0:10.0:182.0:117.0:77.0:72.0:64.0,10.0:15.0:100.0:38.0:10.0:69.0:200.0:48.0:9.0:327.0:174.0:10.0:136.0:162.0:77.0:73.0:64.0
317,318,21,男,中,48:479:814:930:625:630:667:100:98:820:120:185:301:920:881:871,197.0:213.0:40.0:69.0:19.0:137.0:60.0:10.0:90.0:9.0:9.0:263.0:230.0:50.0:219.0:82.0,150.0:350.0:9.0:52.0:9.0:15.0:55.0:93.0:9.0:9.0:9.0:59.0:409.0:50.0:257.0:44.0
318,319,26,女,轻,114:94:910:17:124:647:908:871:870:96:2:192:931:976:599:508:689:667:821,10.0:17.0:40.0:18.0:10.0:15.0:10.0:110.0:190.0:84.0:134.0:460.0:31.0:30.0:94.0:106.0:10.0:54.0:10.0,10.0:14.0:29.0:70.0:10.0:15.0:21.0:204.0:96.0:87.0:82.0:433.0:10.0:31.0:28.0:321.0:10.0:29.0:34.0
319,320,41,男,中,125:621:668:667:821:867:939:95:202:195:3:477:877:904:912,25.0:10.0:10.0:10.0:30.0:10.0:51.0:100.0:41.0:332.0:150.0:350.0:216.0:78.0:50.0,25.0:10.0:10.0:10.0:12.0:33.0:40.0:101.0:20.0:301.0:149.0:200.0:197.0:102.0:50.0
320,321,33,女,重,693:845:276:837:300:913:103:95:883:902:26:1:627:622:556:942:114,10.0:10.0:74.0:37.0:226.0:50.0:49.0:50.0:121.0:179.0:71.0:79.0:10.0:10.0:282.0:44.0:10.0,19.0:10.0:117.0:35.0:249.0:50.0:90.0:10.0:158.0:142.0:128.0:22.0:15.0:10.0:270.0:40.0:10.0
321,322,24,男,重,818:1:100:190:94:668:809:350:667:139:113:929:975:910:917:452:471:620:896:892,9.0:150.0:91.0:119.0:9.0:31.0:14.0:326.0:39.0:10.0:15.0:65.0:10.0:10.0:34.0:340.0:10.0:10.0:195.0:104.0,10.0:151.0:90.0:10.0:9.0:10.0:45.0:489.0:10.0:10.0:10.0:61.0:10.0:13.0:27.0:221.0:128.0:15.0:63.0:237.0
322,323,23,女,轻,956:95:1039:105:556:467:130:14:2:649:638:687:721:809:920:925:195:292:873,14.0:53.0:26.0:47.0:119.0:163.0:13.0:74.0:75.0:10.0:10.0:10.0:55.0:10.0:40.0:10.0:348.0:58.0:300.0,27.0:54.0:13.0:48.0:119.0:163.0:11.0:82.0:67.0:10.0:10.0:10.0:51.0:10.0:40.0:10.0:348.0:58.0:300.0
323,324,29,女,中,682:180:667:970:934:918:106:109:902:821:63:13:621:191:202:589,10.0:10.0:10.0:10.0:31.0:40.0:47.0:52.0:116.0:33.0:138.0:12.0:25.0:424.0:25.0:198.0,10.0:10.0:10.0:10.0:30.0:38.0:47.0:53.0:129.0:32.0:137.0:13.0:25.0:423.0:25.0:190.0
324,325,44,女,中,896:871:622:627:94:107:919:124:145:62:829:929:1061:306:209:669:667:515,69.0:231.0:9.0:9.0:11.0:91.0:50.0:9.0:9.0:151.0:51.0:64.0:10.0:276.0:130.0:10.0:10.0:270.0,47.0:252.0:9.0:9.0:9.0:90.0:40.0:9.0:9.0:151.0:34.0:28.0:12.0:107.0:297.0:10.0:10.0:200.0
325,326,30,女,轻,917:48:919:500:809:822:102:105:192:978:951:622:620:164:134:879:904:700,9.0:146.0:33.0:231.0:10.0:26.0:51.0:51.0:300.0:15.0:25.0:9.0:9.0:9.0:9.0:150.0:117.0:19.0,10.0:149.0:29.0:270.0:18.0:22.0:51.0:48.0:408.0:20.0:21.0:9.0:9.0:9.0:9.0:46.0:253.0:10.0
326,327,37,男,轻,960:859:809:925:111:94:188:311:516:871:886:646:654:702:63:115,40.0:47.0:10.0:50.0:122.0:82.0:166.0:334.0:207.0:103.0:195.0:181.0:9.0:10.0:147.0:140.0,68.0:10.0:10.0:50.0:90.0:9.0:491.0:9.0:258.0:290.0:10.0:9.0:9.0:56.0:151.0:15.0
327,328,19,男,轻,96:42:833:912:178:814:653:714:680:927:448:196:952:930:877,100.0:149.0:46.0:10.0:10.0:9.0:25.0:9.0:9.0:40.0:324.0:397.0:18.0:49.0:125.0,86.0:151.0:12.0:40.0:10.0:30.0:25.0:10.0:13.0:10.0:292.0:392.0:10.0:36.0:206.0
328,329,21,男,重,178:112:830:738:930:964:98:105:917:620:661:901:1:459:280,9.0:9.0:158.0:9.0:26.0:48.0:90.0:10.0:39.0:9.0:9.0:127.0:149.0:287.0:301.0,9.0:9.0:65.0:10.0:30.0:10.0:91.0:11.0:39.0:9.0:9.0:300.0:148.0:200.0:301.0
329,330,20,男,中,811:92:642:896:185:965:1:632:98:882:675:117:120:915:445,24.0:139.0:9.0:135.0:428.0:70.0:11.0:68.0:100.0:165.0:46.0:79.0:9.0:50.0:277.0,32.0:140.0:9.0:202.0:429.0:40.0:11.0:9.0:102.0:97.0:30.0:9.0:9.0:40.0:350.0
330,331,42,女,中,96:54:86:850:98:909:908:667:669:892:891:117:120:317:632:939:471,10.0:92.0:57.0:36.0:90.0:10.0:40.0:10.0:10.0:237.0:62.0:15.0:10.0:406.0:9.0:41.0:351.0,10.0:93.0:56.0:36.0:91.0:29.0:21.0:10.0:10.0:200.0:98.0:10.0:15.0:335.0:10.0:41.0:242.0
331,332,29,女,轻,630:902:879:101:1061:163:155:973:95:20:48:194:921:826:669:696:468,10.0:79.0:113.0:50.0:9.0:10.0:15.0:33.0:49.0:92.0:57.0:407.0:39.0:26.0:10.0:10.0:200.0,10.0:77.0:123.0:51.0:10.0:10.0:15.0:33.0:50.0:92.0:58.0:407.0:39.0:26.0:10.0:10.0:200.0
332,333,30,女,轻,729:763:819:447:349:115:172:11:883:871:921:1012:644:95,20.0:31.0:10.0:255.0:362.0:9.0:9.0:150.0:120.0:179.0:52.0:75.0:23.0:101.0,44.0:20.0:10.0:319.0:402.0:15.0:10.0:148.0:167.0:132.0:40.0:41.0:10.0:100.0
333,334,37,女,重,14:868:74:811:940:106:349:872:875:915:911:803:667:444:646:137,120.0:9.0:10.0:9.0:69.0:161.0:452.0:45.0:255.0:9.0:135.0:9.0:97.0:327.0:82.0:9.0,9.0:10.0:141.0:10.0:44.0:102.0:394.0:9.0:291.0:10.0:38.0:10.0:45.0:333.0:25.0:9.0
334,335,45,男,重,15:924:870:100:715:699:919:812:457:558:230:168:929:963:666,150.0:157.0:300.0:100.0:9.0:9.0:99.0:88.0:236.0:113.0:452.0:68.0:10.0:64.0:170.0,149.0:40.0:300.0:101.0:9.0:9.0:10.0:56.0:341.0:9.0:427.0:11.0:45.0:22.0:24.0
335,336,18,男,重,909:1:816:94:969:830:877:190:204:908:870:621:116:772:700:456,157.0:89.0:85.0:160.0:40.0:101.0:239.0:90.0:210.0:9.0:61.0:9.0:216.0:9.0:9.0:288.0,10.0:151.0:10.0:100.0:39.0:10.0:290.0:328.0:171.0:40.0:10.0:10.0:25.0:10.0:39.0:351.0
336,337,19,女,轻,50:908:616:444:823:961:956:882:98:873:105:652:376:194:748:137:123,150.0:50.0:307.0:10.0:10.0:49.0:13.0:15.0:11.0:284.0:92.0:16.0:385.0:31.0:32.0:10.0:10.0,150.0:51.0:307.0:10.0:10.0:49.0:13.0:14.0:11.0:286.0:92.0:15.0:388.0:31.0:32.0:10.0:10.0
337,338,30,男,重,63:99:908:886:924:450:135:620:662:521:26:174:192:370:946:824:828:670,98.0:101.0:28.0:300.0:22.0:64.0:82.0:132.0:9.0:231.0:53.0:12.0:115.0:186.0:75.0:9.0:9.0:117.0,9.0:101.0:9.0:300.0:40.0:10.0:9.0:9.0:9.0:338.0:139.0:9.0:113.0:253.0:42.0:10.0:10.0:56.0
338,339,33,男,重,908:945:928:95:94:1017:195:658:661:112:817:809:539:74:4:725:880,10.0:26.0:39.0:90.0:10.0:14.0:371.0:9.0:10.0:15.0:37.0:10.0:239.0:72.0:76.0:10.0:300.0,10.0:27.0:39.0:90.0:10.0:13.0:371.0:9.0:10.0:15.0:33.0:10.0:239.0:73.0:76.0:10.0:299.0
339,340,37,男,轻,276:271:940:931:894:889:813:814:137:111:103:558:458:908:927:643:620:30:24:781,107.0:294.0:14.0:39.0:82.0:218.0:10.0:10.0:10.0:10.0:91.0:188.0:162.0:10.0:40.0:10.0:15.0:23.0:125.0:42.0,282.0:106.0:50.0:10.0:234.0:64.0:10.0:24.0:10.0:91.0:10.0:123.0:227.0:40.0:10.0:10.0:15.0:14.0:135.0:41.0
340,341,28,女,轻,445:114:120:762:677:1011:930:909:911:30:42:879:810:824:101:627:623:385,265.0:9.0:9.0:10.0:10.0:10.0:49.0:40.0:10.0:59.0:88.0:139.0:22.0:32.0:101.0:9.0:8.0:299.0,260.0:9.0:9.0:10.0:45.0:49.0:10.0:40.0:10.0:41.0:107.0:155.0:10.0:10.0:100.0:9.0:8.0:300.0
341,342,31,女,中,814:276:587:620:132:721:158:255:698:97:958:18:11:922:881,9.0:331.0:256.0:172.0:9.0:26.0:41.0:57.0:95.0:100.0:64.0:73.0:78.0:50.0:300.0,9.0:15.0:296.0:15.0:10.0:55.0:10.0:436.0:9.0:100.0:39.0:89.0:63.0:50.0:300.0
342,343,42,女,中,661:521:166:56:463:822:870:908:876:214:335:32:101:103:703:939,10.0:53.0:25.0:140.0:221.0:10.0:208.0:50.0:93.0:225.0:214.0:10.0:96.0:9.0:54.0:40.0,14.0:94.0:11.0:88.0:176.0:13.0:235.0:40.0:64.0:312.0:132.0:61.0:37.0:62.0:43.0:40.0
343,344,21,女,轻,457:16:683:62:112:110:974:929:444:908:271:197:877:823:634,54.0:107.0:21.0:43.0:16.0:99.0:40.0:10.0:203.0:50.0:365.0:45.0:130.0:19.0:13.0,10.0:133.0:10.0:19.0:14.0:100.0:25.0:15.0:271.0:39.0:254.0:45.0:165.0:62.0:11.0
344,345,34,女,轻,948:681:939:667:861:829:5:1:95:96:909:912:479:222:639:892:137,22.0:10.0:41.0:10.0:10.0:35.0:90.0:59.0:27.0:71.0:10.0:40.0:257.0:336.0:10.0:184.0:25.0,27.0:20.0:26.0:9.0:10.0:10.0:73.0:75.0:51.0:51.0:37.0:10.0:333.0:400.0:10.0:234.0:15.0
345,346,33,女,轻,929:238:503:676:667:96:95:82:128:810:907:871:912:913:624,40.0:390.0:300.0:10.0:50.0:91.0:11.0:150.0:25.0:10.0:71.0:228.0:10.0:40.0:10.0,40.0:390.0:300.0:10.0:50.0:90.0:10.0:148.0:25.0:10.0:60.0:241.0:10.0:40.0:10.0
